id,username,created_at,lng,lat,text
1518048856872833027,HadleyDarling,Sun Apr 24 02:07:06 +0000 2022,-79.2725695,43.629311,pleased with myself for thinking ahead and booking the last after-work slot at my wax bar on the evening before the… https://t.co/biiLO5hFQ5
1518048858533937153,terp11,Sun Apr 24 02:07:06 +0000 2022,-96.835249,33.1501395,The car chase in The Batman… 👏
1518048858584059905,teslaunivrse,Sun Apr 24 02:07:06 +0000 2022,-74.06378699999999,40.778489,Imagine if the Tesla Bot could understand any sentence and execute the command. Solve general artificial intelligen… https://t.co/2O1HQewmDt
1518048858730901504,elperkoloco,Sun Apr 24 02:07:06 +0000 2022,-81.219179,29.525945999999998,Brooklyn is killin me man. Just put a hundo on them doing the impossible though 😙😙😙
1518048858974167040,TaylorDeuce,Sun Apr 24 02:07:06 +0000 2022,-87.759533,41.708954,I can already hear Stephen A yelling
1518048859087376385,Konawasown,Sun Apr 24 02:07:06 +0000 2022,-96.9336585,35.347545,Man do I have a crazy stat for you!
1518048861637468160,dawnmchildress,Sun Apr 24 02:07:07 +0000 2022,-92.13127399999999,34.7519365,"As we race into the last days of the school year, let's count each day as precious time for student and adult learning!"
1518048862128132096,Lstad78,Sun Apr 24 02:07:07 +0000 2022,-111.54702900000001,39.499762000000004,@WholeMarsBlog I want to know what you know
1518048862321135616,just_nikolai,Sun Apr 24 02:07:07 +0000 2022,-83.1738665,32.6782075,"@rekils @ducetrice It stays up for a few weeks afterwards, I think, not sure how long."
1518048863063580674,Markee1287,Sun Apr 24 02:07:07 +0000 2022,-75.117998,40.0048655,Stop 😑🤣🤣
1518048863520976896,ccpov,Sun Apr 24 02:07:07 +0000 2022,-80.8467855,35.209058999999996,@espn Kevin Durant’s father 😭🙏🏼
1518048863625498624,leahmazing,Sun Apr 24 02:07:07 +0000 2022,-115.135165,36.0609645,All that’s left is clean up at the apartment. But then commence clean up moms living room and garage 🙃
1518048864086855680,jayyy_jermaine,Sun Apr 24 02:07:07 +0000 2022,-121.73916299999999,38.5585535,@iameliudf Oh hey
1518048865395609602,mykale4real,Sun Apr 24 02:07:08 +0000 2022,-92.25715,34.788087,Durant playing like a asshole
1518048866167406594,757FrEsHpRiNcE,Sun Apr 24 02:07:08 +0000 2022,-76.2958955,36.7632155,do you ever wonder how many people use the same fork and knife that you about to use at a restuarant
1518048866691694593,nancyshines_,Sun Apr 24 02:07:08 +0000 2022,-77.0143985,38.898602999999994,@mamacitaporvida Me all weekend because it’s hot af in DC🥴😂
1518048867614400512,jerontaebess,Sun Apr 24 02:07:08 +0000 2022,-87.732013,41.8335845,let’s not act like he aint still kd man. celtics just got a great gameplan.
1518048867677130752,TaoDaoMan,Sun Apr 24 02:07:08 +0000 2022,-112.3152115,33.4392955,@rebeinstein The day will come when the living will envy the dead.
1518048867736260608,Mel102208,Sun Apr 24 02:07:08 +0000 2022,-91.40100849999999,30.937336000000002,@dandb200 @arleneschn Little Morty runs the house and he’s the youngest
1518048868147122176,Ojuice_7,Sun Apr 24 02:07:08 +0000 2022,-97.28591349999999,32.7799665,Finally watching Zach Snyder’s Justice League
1518048867400433664,britneypneang,Sun Apr 24 02:07:08 +0000 2022,-74.020239,40.8539175,love of new york 🎧 https://t.co/uFG3CXuMU1
1518048869111762945,Kai7Revol,Sun Apr 24 02:07:09 +0000 2022,-77.16310250000001,39.08705500000001,The man is here
1518048870118264832,TempeBo,Sun Apr 24 02:07:09 +0000 2022,-112.12467649999999,33.5528625,@SouvenirCity Fried. Baked. Sous Vide. Smoked. Boiled. Toasted. Seared. Pouched.
1518048870206517248,Joefloridaboy,Sun Apr 24 02:07:09 +0000 2022,-82.148436,27.00828,At the movies!
1518048871729016832,yessieli23,Sun Apr 24 02:07:09 +0000 2022,-74.020239,40.8539175,Why would you think it’s ok to serve dessert with a soup spoon? 🤔
1518048871921844225,sarbjeetjohal,Sun Apr 24 02:07:09 +0000 2022,-121.979527,37.5236445,@GurbaxaniVijay @rwang0 I got to look up those recipes Vijay!
1518048872676970501,AphiA2017,Sun Apr 24 02:07:09 +0000 2022,-81.08125,32.07822,100 Black Men Gala!! #built4this💯💪🏾 @ Marriott Savannah Riverfront https://t.co/FQNJEM0e1z
1518048873226330113,ginachristo,Sun Apr 24 02:07:10 +0000 2022,-71.02134,42.256124,I’m just so happy 😭🍀🏀
1518048872513167361,_Gio918,Sun Apr 24 02:07:09 +0000 2022,-118.261107,33.86438,Game Day!!! #LAGalaxy #MLS #Soccer #LAvNSH https://t.co/xgqNCSWsOC
1518048874799243265,joshuaab313,Sun Apr 24 02:07:10 +0000 2022,-83.60180249999999,42.245713,"Damn KD, Nets in 7 (maybe)"
1518048875902390272,droppin_tr3ys,Sun Apr 24 02:07:10 +0000 2022,-77.41706450000001,39.026989,Boston 1 more game let’s get it🤫‼️‼️‼️
1518048875889643521,Swingingaxxx,Sun Apr 24 02:07:10 +0000 2022,-104.92209349999999,39.713563,@justinnails Hey I def was pulling for y’all in the championship last year and I was rooting for those 90’s Braves… https://t.co/b9VQYaXA83
1518048876070121473,slumdog801,Sun Apr 24 02:07:10 +0000 2022,-84.667733,34.0530135,you hear hella desk moving and people yelling you know it’s a fight 😭😭😭😭😭😭
1518048877693349889,Hi_Bassel,Sun Apr 24 02:07:11 +0000 2022,-73.9487755,40.655138,Nice and slow. Freedom Tower and back ✌️ https://t.co/GjRXhOIcVW
1518048878880337920,Stephan16420960,Sun Apr 24 02:07:11 +0000 2022,-79.42086499999999,38.003375500000004,@PicklezAndPeach She's really cute
1518048879459061760,AngJeanBatiste,Sun Apr 24 02:07:11 +0000 2022,-92.0611765,30.206079000000003,I just realized this dum country bumpkin doesn’t even have the I.Q. to spread butter 🙄🤦‍♀️ if ppl really knew the t… https://t.co/MgxSZPjduJ
